operatetime,_c1
2021020507,3906
2021020506,262
2021020505,536
2021020504,53
2021020503,549
2021020502,95
2021020501,596
2021020500,277
2021020423,1169
2021020422,1212
2021020421,2356
2021020420,2916
2021020419,5725
2021020418,12229
2021020417,35395
2021020416,49994
2021020415,54841
2021020414,59795
2021020413,27711
2021020412,13030
2021020411,37588
2021020410,53214
2021020409,73487
2021020408,74071
2021020407,3717
2021020406,259
2021020405,463
2021020404,39
2021020403,444
2021020402,72
2021020401,513
2021020400,333
2021020323,1178
2021020322,1650
2021020321,2753
2021020320,3895
2021020319,7304
2021020318,15007
2021020317,37985
2021020316,52603
2021020315,56678
2021020314,62149
2021020313,28606
2021020312,13391
2021020311,38529
2021020310,54001
2021020309,73784
2021020308,75139
2021020307,3769
2021020306,334
2021020305,469
2021020304,39
2021020303,450
2021020302,65
2021020301,527
2021020300,274
2021020223,1016
2021020222,1292
2021020221,2791
2021020220,3535
2021020219,6741
2021020218,14656
2021020217,38763
2021020216,53536
2021020215,57877
2021020214,63384
2021020213,29485
2021020212,13279
2021020211,38626
2021020210,54158
2021020209,74885
2021020208,76415
2021020207,4017
2021020206,237
2021020205,473
2021020204,40
2021020203,484
2021020202,78
2021020201,560
2021020200,253
2021020123,1148
2021020122,1370
2021020121,2877
2021020120,3918
2021020119,7065
2021020118,15521
2021020117,40780
2021020116,55426
2021020115,60575
2021020114,66999
2021020113,30689
2021020112,14277
2021020111,42805
2021020110,62046
2021020109,84488
2021020108,78463
2021020107,4173
2021020106,259
2021020105,508
2021020104,42
2021020103,505
2021020102,63
2021020101,572
2021020100,269
2021013123,1229
2021013122,1315
2021013121,2370
2021013120,2340
2021013119,3448
2021013118,4478
2021013117,6864
2021013116,7534
2021013115,8054
2021013114,6608
2021013113,5392
2021013112,4491
2021013111,7217
2021013110,8469
2021013109,9026
2021013108,5420
2021013107,1026
2021013106,124
2021013105,492
2021013104,42
2021013103,486
2021013102,84
2021013101,595
2021013100,302
2021013023,1076
2021013022,1187
2021013021,2200
2021013020,2143
2021013019,3318
2021013018,4510
2021013017,7318
2021013016,8382
2021013015,9059
2021013014,7581
2021013013,6263
2021013012,5567
2021013011,9877
2021013010,12208
2021013009,13150
2021013008,9075
2021013007,1341
2021013006,172
2021013005,508
2021013004,45
2021013003,493
2021013002,81
2021013001,591
2021013000,368
2021012923,1382
2021012922,1783
2021012921,3483
2021012920,4982
2021012919,9542
2021012918,21165
2021012917,48719
2021012916,62632
2021012915,67728
2021012914,72699
2021012913,35968
2021012912,17826
2021012911,46259
2021012910,114925
2021012909,49745
2021012908,64659
2021012907,3978
2021012906,301
2021012905,82
2021012904,77
2021012903,117
2021012902,117
2021012901,230
2021012900,336
2021012823,803
2021012822,1843
2021012821,3155
2021012820,4773
2021012819,8490
2021012818,19054
2021012817,45354
2021012816,61124
2021012815,64590
2021012814,71955
2021012813,34086
2021012812,16968
2021012811,44953
2021012810,61990
2021012809,82978
2021012808,81015
2021012807,4393
2021012806,353
2021012805,570
2021012804,55
2021012803,537
2021012802,67
2021012801,649
2021012800,384
2021012723,1337
2021012722,1618
2021012721,3144
2021012720,4470
2021012719,8756
2021012718,17714
2021012717,43814
2021012716,59849
2021012715,65079
2021012714,73928
2021012713,34726
2021012712,16941
2021012711,46052
2021012710,63670
2021012709,82240
2021012708,82259
2021012707,4244
2021012706,321
2021012705,571
2021012704,69
2021012703,531
2021012702,80
2021012701,666
2021012700,370
2021012623,1290
2021012622,1648
2021012621,3269
2021012620,4274
2021012619,8604
2021012618,17785
2021012617,45706
2021012616,61444
2021012615,66418
2021012614,73245
2021012613,33995
2021012612,16397
2021012611,44513
2021012610,62606
2021012609,84221
2021012608,81294
2021012607,3675
2021012606,339
2021012605,77
2021012604,53
2021012603,79
2021012602,85
2021012601,116
2021012600,358
2021012523,755
2021012522,1647
2021012521,2735
2021012520,4645
2021012519,8636
2021012518,17993
2021012517,44373
2021012516,63412
2021012515,69177
2021012514,76761
2021012513,36136
2021012512,17606
2021012511,49595
2021012510,68294
2021012509,88112
2021012508,83328
2021012507,3673
2021012506,244
2021012505,60
2021012504,35
2021012503,31
2021012502,58
2021012501,110
2021012500,278
2021012423,480
2021012422,877
2021012421,1376
2021012420,1723
2021012419,2049
2021012418,2592
2021012417,4209
2021012416,4862
2021012415,4739
2021012414,4290
2021012413,3188
2021012412,3002
2021012411,4633
2021012410,5754
2021012409,5825
2021012408,3799
2021012407,390
2021012406,93
2021012405,40
2021012404,34
2021012403,34
2021012402,43
2021012401,89
2021012400,215
2021012323,445
2021012322,772
2021012321,1197
2021012320,1483
2021012319,2073
2021012318,3095
2021012317,5263
2021012316,6415
2021012315,6741
2021012314,6208
2021012313,4256
2021012312,4252
2021012311,7510
2021012310,9883
2021012309,11266
2021012308,7788
2021012307,1329
2021012306,193
2021012305,659
2021012304,135
2021012303,626
2021012302,182
2021012301,713
2021012300,377
2021012223,1253
2021012222,1398
2021012221,2514
2021012220,3510
2021012219,7596
2021012218,17040
2021012217,43216
2021012216,58629
2021012215,62480
2021012214,67692
2021012213,31281
2021012212,15850
2021012211,43054
2021012210,59566
2021012209,79689
2021012208,77357
2021012207,4367
2021012206,400
2021012205,681
2021012204,147
2021012203,664
2021012202,185
2021012201,784
2021012200,436
2021012123,1305
2021012122,1453
2021012121,3035
2021012120,3777
2021012119,7972
2021012118,16010
2021012117,42375
2021012116,56839
2021012115,63081
2021012114,68725
2021012113,32131
2021012112,15174
2021012111,43065
2021012110,60076
2021012109,82017
2021012108,78770
2021012107,4395
2021012106,416
2021012105,672
2021012104,140
2021012103,639
2021012102,144
2021012101,715
2021012100,361
2021012023,1265
2021012022,1396
2021012021,2790
2021012020,3846
2021012019,7253
2021012018,15569
2021012017,41694
2021012016,58646
2021012015,63814
2021012014,69508
2021012013,32055
2021012012,15171
2021012011,43537
2021012010,61304
2021012009,82140
2021012008,79299
2021012007,4359
2021012006,350
2021012005,674
2021012004,125
2021012003,639
2021012002,161
2021012001,698
2021012000,365
2021011923,1250
2021011922,1372
2021011921,2869
2021011920,3702
2021011919,7420
2021011918,16138
2021011917,42284
2021011916,59187
2021011915,64631
2021011914,70404
2021011913,32419
2021011912,14146
2021011911,42963
2021011910,61308
2021011909,81412
2021011908,80368
2021011907,3891
2021011906,208
2021011905,57
2021011904,38
2021011903,46
2021011902,37
2021011901,101
2021011900,249
2021011823,608
2021011822,1369
2021011821,2125
2021011820,3560
2021011819,7050
2021011818,16470
2021011817,43379
2021011816,60619
2021011815,66704
2021011814,73784
2021011813,33578
2021011812,15368
2021011811,45535
2021011810,63652
2021011809,85879
2021011808,80228
2021011807,3966
2021011806,223
2021011805,56
2021011804,30
2021011803,27
2021011802,34
2021011801,85
2021011800,211
2021011723,467
2021011722,876
2021011721,1307
2021011720,1606
2021011719,1831
2021011718,2437
2021011717,3746
2021011716,4468
2021011715,4591
2021011714,4107
2021011713,2921
2021011712,2866
2021011711,4781
2021011710,5456
2021011709,6187
2021011708,3773
2021011707,1045
2021011706,151
2021011705,670
2021011704,117
2021011703,652
2021011702,127
2021011701,685
2021011700,244
2021011623,1068
2021011622,906
2021011621,1719
2021011620,1503
2021011619,2360
2021011618,2868
2021011617,5539
2021011616,6195
2021011615,6968
2021011614,5765
2021011613,4579
2021011612,4227
2021011611,7590
2021011610,9241
2021011609,10765
2021011608,7028
2021011607,1444
2021011606,174
2021011605,650
2021011604,115
2021011603,651
2021011602,121
2021011601,740
2021011600,368
2021011523,1273
2021011522,1465
2021011521,2650
2021011520,3574
2021011519,7460
2021011518,16554
2021011517,41611
2021011516,56533
2021011515,60726
2021011514,65503
2021011513,31558
2021011512,14666
2021011511,41995
2021011510,57775
2021011509,78744
2021011508,75502
2021011507,4193
2021011506,357
2021011505,707
2021011504,119
2021011503,661
2021011502,149
2021011501,747
2021011500,414
2021011423,1433
2021011422,1701
2021011421,3066
2021011420,3830
2021011419,7513
2021011418,16034
2021011417,42387
2021011416,57721
2021011415,63707
2021011414,68142
2021011413,32227
2021011412,14968
2021011411,43900
2021011410,61166
2021011409,82253
2021011408,77843
2021011407,3698
2021011406,275
2021011405,46
2021011404,34
2021011403,33
2021011402,55
2021011401,95
2021011400,265
2021011323,739
2021011322,1392
2021011321,2154
2021011320,3622
2021011319,6402
2021011318,14742
2021011317,39871
2021011316,56924
2021011315,61592
2021011314,68584
2021011313,29914
2021011312,13919
2021011311,40680
2021011310,58799
2021011309,79310
2021011308,77457
2021011307,3845
2021011306,359
2021011305,185
2021011304,173
2021011303,240
2021011302,96
2021011301,280
2021011300,413
2021011223,845
2021011222,1247
2021011221,2206
2021011220,3612
2021011219,6654
2021011218,14987
2021011217,40230
2021011216,58608
2021011215,63253
2021011214,71022
2021011213,32451
2021011212,15026
2021011211,42065
2021011210,61901
2021011209,82164
2021011208,78394
2021011207,4389
2021011206,330
2021011205,644
2021011204,127
2021011203,638
2021011202,152
2021011201,701
2021011200,306
2021011123,1156
2021011122,1124
2021011121,2652
2021011120,3629
2021011119,7337
2021011118,15438
2021011117,40580
2021011116,58592
2021011115,64622
2021011114,71685
2021011113,33626
2021011112,15528
2021011111,46749
2021011110,63818
2021011109,86134
2021011108,79000
2021011107,4415
2021011106,327
2021011105,661
2021011104,113
2021011103,643
2021011102,128
2021011101,669
2021011100,257
2021011023,1064
2021011022,908
2021011021,1849
2021011020,1612
2021011019,2611
2021011018,2516
2021011017,4426
2021011016,4620
2021011015,5081
2021011014,4353
2021011013,3720
2021011012,2822
2021011011,4721
2021011010,5654
2021011009,6082
2021011008,3506
2021011007,944
2021011006,163
2021011005,622
2021011004,119
2021011003,643
2021011002,115
2021011001,668
2021011000,230
2021010923,1019
2021010922,934
2021010921,1653
2021010920,1529
2021010919,2537
2021010918,2742
2021010917,5355
2021010916,6105
2021010915,7009
2021010914,5828
2021010913,4640
2021010912,4019
2021010911,7513
2021010910,9280
2021010909,10377
2021010908,6556
2021010907,1299
2021010906,170
2021010905,652
2021010904,103
2021010903,627
2021010902,131
2021010901,716
2021010900,350
2021010823,1149
2021010822,1211
2021010821,2454
2021010820,3167
2021010819,6954
2021010818,15455
2021010817,40902
2021010816,58905
2021010815,63588
2021010814,66732
2021010813,32125
2021010812,14912
2021010811,41306
2021010810,60954
2021010809,80738
2021010808,73345
2021010807,3554
2021010806,324
2021010805,67
2021010804,76
2021010803,83
2021010802,91
2021010801,142
2021010800,284
2021010723,537
2021010722,1152
2021010721,1860
2021010720,3186
2021010719,6382
2021010718,14295
2021010717,39463
2021010716,58599
2021010715,65309
2021010714,68814
2021010713,30617
2021010712,14030
2021010711,40735
2021010710,59689
2021010709,82038
2021010708,78063
2021010707,3530
2021010706,252
2021010705,49
2021010704,29
2021010703,37
2021010702,39
2021010701,79
2021010700,218
2021010623,601
2021010622,1053
2021010621,1851
2021010620,3125
2021010619,5901
2021010618,14384
2021010617,40102
2021010616,59471
2021010615,66031
2021010614,71710
2021010613,31399
2021010612,14269
2021010611,42237
2021010610,60022
2021010609,82620
2021010608,80892
2021010607,3712
2021010606,228
2021010605,62
2021010604,46
2021010603,34
2021010602,49
2021010601,106
2021010600,189
2021010523,610
2021010522,1083
2021010521,1818
2021010520,3460
2021010519,6503
2021010518,16159
2021010517,44292
2021010516,63626
2021010515,68553
2021010514,73722
2021010513,32291
2021010512,14484
2021010511,44414
2021010510,62052
2021010509,83707
2021010508,82203
2021010507,3928
2021010506,242
2021010505,52
2021010504,33
2021010503,27
2021010502,62
2021010501,77
2021010500,207
2021010423,563
2021010422,1311
2021010421,2127
2021010420,3454
2021010419,6495
2021010418,15091
2021010417,40756
2021010416,59937
2021010415,64863
2021010414,72389
2021010413,33040
2021010412,14854
2021010411,43710
2021010410,64018
2021010409,86317
2021010408,81348
2021010407,3756
2021010406,240
2021010405,45
2021010404,60
2021010403,51
2021010402,54
2021010401,123
2021010400,316
2021010323,738
2021010322,1295
2021010321,2001
2021010320,2380
2021010319,3176
2021010318,3559
2021010317,5021
2021010316,6006
2021010315,5944
2021010314,5430
2021010313,4069
2021010312,3782
2021010311,5579
2021010310,6662
2021010309,6514
2021010308,3787
2021010307,359
2021010306,82
2021010305,37
2021010304,32
2021010303,41
2021010302,74
2021010301,114
2021010300,211
2021010223,525
2021010222,924
2021010221,1239
2021010220,1536
2021010219,1797
2021010218,2634
2021010217,4233
2021010216,5106
2021010215,5152
2021010214,4887
2021010213,3474
2021010212,3451
2021010211,5073
2021010210,6300
2021010209,6493
2021010208,3879
2021010207,399
2021010206,73
2021010205,37
2021010204,47
2021010203,44
2021010202,58
2021010201,103
2021010200,207
2021010123,513
2021010122,871
2021010121,1186
2021010120,1480
2021010119,1769
2021010118,2519
2021010117,4809
2021010116,5786
2021010115,6110
2021010114,5434
2021010113,3872
2021010112,3763
2021010111,6217
2021010110,8212
